venueid|name|gcategory
99894|เอกโอชา|ภัตตาคารอาหารไทย
54231|นิวอาลาดิน|ร้านอาหาร
39243|บ้านยายน้อยCafe&Bar|ร้านของหวาน
49569|ครัวบุญเลิศบางปู|ภัตตาคารอาหารไทย
3571|TAKEYA 4 （旧名称：インテリア・雑貨館）|ディスカウント ストア
3270|สน.ปตท.บจ.รัฐลิตา ออยล์|สถานีบริการน้ำมัน
25479|สนามกอล์ฟนอร์ทเธิร์นรังสิต|สนามกอล์ฟ
205|เค้กบ้านสวน 3|ร้านเค้ก
64050|ครัวชมวาฬ|ร้านอาหาร
49766|ครัวเจ๊ง้อ พระราม2|ร้านอาหาร
12336|The Witches Brew Restaurant Khao Yai|ร้านอาหาร
11618|กอกกเนื้อย่าง|ร้านอาหาร
85046|Central Food Hall Central World|ร้านสะดวกซื้อ
49776|FOODLAND Supermarket สาขา เดอะไบรท์ พระราม2|ซูเปอร์มาร์เก็ต
71899|มหาทรัพย์ร้านเสื้อผ้ามือ 2 ตลาดนิยม2|ร้านเสื้อผ้า
16029|Cafe Kantary Prachinburi|ร้านกาแฟ
37867|Café Amazon สาขา หจก.ประมวลปิโตรเลียม|ร้านกาแฟ
26188|ขนมจีนสันป่าข่อย (ตลาดทองคำ)|ร้านอาหาร
11526|ยมราชโอชา เย็นตาโฟ|ร้านอาหาร
21720|The Jam Factory|บิสสิเนสพาร์ค
10708|ศูนย์บริการยื่นขอวีซ่าประเทศจีน|Visa consultant
62132|ครัวออโรรา@กว๊าน|ร้านอาหาร
80380|THE CURVE @ KANCHANABURI|ร้านกาแฟ
53704|ปตท.บายพาสวาริน บจ.วารินปิโตรเลียม|สถานีบริการน้ำมัน
24693|Ho: Bake&Craft Café|ร้านกาแฟ
34608|"E.A.T. @ Khao Yai | Bar & Bistro"|ร้านอาหาร
26090|MK Restaurant Watnak|ร้านสุกี้ยากี้และชาบูชาบู
59047|ร้านหนังสือ คิโนะคูนิยะ สาขาเอ็มควอเทียร์|ร้านหนังสือ
80498|ตลาดเสริมสุข บางบ่อ|ตลาด
54626|วัดนครธรรม|วัด
69566|ร้านโจ้กเกาะหลัก|ร้านอาหาร
38236|บ้านขนมคุณภัทรา บ้านไผ่|ร้านอาหาร
3505|พิพิธภัณฑสถานแห่งชาติน่าน|พิพิธภัณฑ์
4629|ท่าอากาศยานภูเก็ต|สนามบิน
987|บิ๊กซี พัทยากลาง|ไฮเปอร์มาร์เก็ต
4439|แม่หยา|ร้านอาหาร
1246|Huannamm Cafe เฮือนน้ำคาเฟ่|ร้านอาหาร
1270|พระราชวังหลวงพระบาง|พิพิธภัณฑ์มรดกทางวัฒนธรรม
16946|ลานหินแตก|สถานที่ท่องเที่ยว
23819|เกาะขาม สัตหีบ ชลบุรี|อุทยานแห่งชาติ
44421|วัดชัยมงคล พระอารามหลวง ชลบุรี|วัด
4084|รีสอร์ท เวิลด์ เซ็นโตซ่า|รีสอร์ท
7782|หอแปดหลัง ม.ขอนแก่น|หอพัก
35096|ข้าวเปียกเจ้งา สาขา2|ร้านอาหาร
4877|Three Monkeys Restaurant|ร้านอาหาร
3771|ร้านแหนมเนืองคุณอ้อ|ร้านอาหาร
48853|คอฟฟี่ เด้อ หล่า สาขามหาวิทยาลัยขอนแก่น|ร้านกาแฟ
2695|แม็คโคร เพชรเกษม|ซูเปอร์มาร์เก็ต
27679|ข้าวหมกไก่สยาม สาขาสนามบินน้ำ|ร้านอาหาร
2255|ก๋วยเตี๋ยวไก่ตุ๋นหัวโพน|ร้านอาหาร
1304|นครชัยแอร์ อุดรธานี|บริษัทเดินรถประจำทาง
13247|พิพิธภัณฑ์หอยหิน 150 ล้านปี at อำเภอเมืองหนองบัวลำภู|พิพิธภัณฑ์
3140|ศาลพ่อปู่พญานาค อนันตนาคราช|เทวสถาน
26208|ร้านอาหารโป่งแยง แอ่งดอย|ภัตตาคารอาหารไทย
10174|ครัวลุงญา พันท้ายนรสิงห์|ร้านอาหาร
16902|Apple Central World|ร้านอุปกรณ์อิเล็กทรอนิกส์
63622|ด่านพรมแดนแม่สายแห่งที่ 1|ด่านชายแดน
49365|ครัวทองไทย|ร้านอาหาร
1184|ฮั่วเซ่งฮง|ร้านอาหาร
5416|โลตัส รวมโชค|ไฮเปอร์มาร์เก็ต
69431|ร้านอาหารทะเลรับลม|ร้านอาหาร
110371|ต๋อยเต้าทึง|ร้านอาหาร
6028|ข้าวคั่ว หัวหอม|ร้านอาหารครอบครัว
16644|แจ่มฟ้าช๊อปปิ้งมอลล์ ลำพูน|ศูนย์การค้า
3766|แม็คโคร กาฬสินธุ์|ซูเปอร์มาร์เก็ต
27704|Cafe de' Forest (KKU)|ร้านกาแฟ
24064|โลตัส ซีคอนสแควร์|ไฮเปอร์มาร์เก็ต
30153|ตลาดหน้าศาล|ตลาดกลางคืน
1292|ตลาดใหม่แม่กิมเฮง|ตลาด
8844|ร้านเรือนไทยกุ้งเผา|ภัตตาคารอาหารไทย
12710|The Glass House Beachfront Restaurant and Bar|ภัตตาคารอาหารไทย
27093|โซลมายด์ อุดรธานี|ร้านอาหาร
4893|หินตา หินยาย|สถานที่ท่องเที่ยว
22698|ร้านข้าวต้มอร่อยบาทเดียว|ร้านอาหาร
3201|บิ๊กซี มหาสารคาม|ไฮเปอร์มาร์เก็ต
3949|Lotus Express วัดธาตุ|ซูเปอร์มาร์เก็ต
19505|ร้านเฝอท่าบ่อ|ร้านอาหาร
19859|ป้าแก้ว ไก่ย่างหนังกรอบ|ภัตตาคารอาหารไทย
26709|Cake at Toey's|ร้านเบเกอรี่
15945|หาดแสงจันทร์|ชายหาด
3333|ร้านส้มตำติ๋มจ๋า&ชาบู|ร้านอาหาร
383|ไร่ GB ทุ่งกังหันลม เขาค้อ|สถานที่ท่องเที่ยว
724|อุทยานแห่งชาติภูแลนคา|อุทยานแห่งชาติ
21274|ศูนย์บริการลูกค้าทีโอที หนองคาย|บริษัทโทรคมนาคม
11551|ก๋วยเตี๋ยวเรือโกเกี้ย|ร้านอาหาร
14481|Octave|บาร์
24430|สุกี้ตี๋น้อย สวนเพลินมาร์เก็ต|ภัตตาคารอาหารบุฟเฟต์
33156|Dom PIZZA|ร้านอาหาร
47237|Nat Autocar สาขาสามพร้าว|ตัวแทนจำหน่ายรถนิสสัน
30330|สเต๊กสอาด (1970) สี่แยกบ้านแขก (ดั้งเดิม ไม่มีสาขา)|ร้านสเต็ก
40491|วัดฉื่อฉาง หาดใหญ่|วัด
5465|โลตัส มุกดาหาร|ไฮเปอร์มาร์เก็ต
5484|PTT Station ปตท.ห้วยขะยุง (ห้างหุ้นส่วนจำกัดตั้งควงคิมบริการ)|สถานีบริการน้ำมัน
25941|วัดราชประดิษฐสถิตมหาสีมารามราชวรวิหาร|วัด
11603|ร้านซ้อเรือง|ร้านอาหาร
39270|ข้าวต้มเทเวศร์ (เชี่ยวชาญพานิช)|ร้านอาหาร
48033|Brown Sugar - ตลาด นกฮูก|ร้านกาแฟ
91602|บริษัท เคี้ยงเทรดดิ้ง จำกัด (สำนักงานใหญ่)|ศูนย์การค้า
19193|โอโซน ฟาร์มคาเฟ่ แอนด์ เรสเตอรองต์|ร้านกาแฟ
34891|ร้านข้าวต้ม ฮ้อโภชนา|ร้านอาหาร
34642|PRANG VIEW|ร้านอาหารฟิวชั่น
48413|ร้านฝนฝนหมูกะทะหนองสองห้อง|ร้านอาหาร
107769|เฟรนด์รีสอร์ท หนองคาย|โรงแรม
50573|จุดชมวิวดอยปุย|จุดชมวิว
47854|ปิ่นโตนามีตาล ( Pintonameetan )|ภัตตาคารอาหารไทย
68658|Tree & Tide Riverside Cafe|ร้านกาแฟ
79203|บ่อน้ำพุร้อนท่าสะท้อน|สปา
16843|บจก. เอนเนอร์ยี่ คอมเพล็กซ์|สำนักงานของบริษัท
45780|เมอร์เดก้า สแควร์|สถานที่สำคัญทางประวัติศาสตร์
11570|CW Tower|ศูนย์ธุรกิจ
88254|ปราสาทนะโงะยะ|ปราสาท
40953|วัดสอนประชาราม|วัด
3692|นครชัยแอร์หนองคาย|บริการการขนส่ง
29911|ปั๊ม ปตท.ธรรมามูล (หจก.พรพิมลชัยนาท)|สถานีบริการน้ำมัน
29184|ปตท.วงเวียนแก่งกระจาน|สถานีบริการน้ำมัน
11189|อุทยานแห่งชาติแม่ปิง|อุทยานแห่งชาติ
11324|พระเจดีย์แหลมสอ วัดเจดีย์แหลมสอ|สถานที่บูชาทางศาสนา
58334|ดอง ดอง ดองกิ เดอะมาร์เก็ต|ซูเปอร์มาร์เก็ตสินค้าลดราคา
18616|เขื่อนลำนางรอง|สถานที่ท่องเที่ยว
42678|ไทวัสดุ สาขาโคราช (นครราชสีมา) , Thaiwatsadu Korat (Nakhonratchasima)|ร้านวัสดุก่อสร้าง
92841|วัดมุงเมือง|วัด
4601|ท่าเรือแม่ติ๋ม ดอนแก้ว-ดอนโพธิ์|บริษัทดำเนินกิจการท่าเรือ
37225|Koff House Coffee Bar & Eatery|ร้านกาแฟ
29821|บ้านเคียงโขง รีสอร์ท อำเภอศรีเชียงใหม่|รีสอร์ท
4780|เอ็มโพเรียม|ห้างสรรพสินค้า
45992|โลตัส ชลบุรี|ไฮเปอร์มาร์เก็ต
42045|แม็คโคร สาขารามอินทรา|ซูเปอร์มาร์เก็ต
44273|สวนตาสรรค์|สถานที่ท่องเที่ยว
16054|ครัวดอกไม้ขาว|ภัตตาคารอาหารไทย
23890|สะพานไม้ 100 ปี|สถานที่ท่องเที่ยว
3378|ทีโบนสเต็กเฮ้าท์|ร้านสเต็ก
5899|สวนอาหาร แม่ลาปลาเผา สิงห์บุรี|ร้านอาหาร
4109|ก๋วยเตี๋ยวป้าน้อย|ร้านก๋วยเตี๋ยว
8862|Hard Rock Cafe|ร้านเสื้อผ้า
15805|อ่าวนาวิกโยธิน หาดเตยงาม|ชายหาด
27101|Natit Coffee and Crafts|ร้านกาแฟ
24797|พระพุทธปุษยคีรีศรีสุวรรณภูมิ (พระพุทธรูปแกะสลักหน้าผา) วัดเขาทำเทียม at อู่ทอง สุพรรณบุรี|สถานที่บูชาทางศาสนา
21953|สยามอะเมซิงพาร์ก สวนสยามทะเลกรุงเทพ|สวนสนุก
1986|เอเชียทีค เดอะ ริเวอร์ฟรอนท์|ตลาดกลางคืน
21350|สถานีบริการน้ำมัน ปตท.เจเค|สถานีบริการน้ำมัน
11670|KK Falabella Horse|สถานที่ท่องเที่ยว
10192|ร้านอาหารคุ้นลิ้น|ร้านอาหาร
758|สถานแสดงพันธุ์สัตว์น้ำระยอง|พิพิธภัณฑ์สัตว์น้ำ
2293|พญาเต่างอย|ประติมากรรม
1345|สมบัติทัวร์ วิภาวดี|บริษัทเดินรถประจำทาง
9954|หอนาฬิกาเวียตนามอนุสรณ์ (Vietnamese Memorial Clock Tower)|สถานที่สำคัญทางประวัติศาสตร์
57329|Chiang Mai University Night Market|ตลาดกลางคืน
4242|ก๋วยเตี๋ยวเรือ​ นายหงอก บ้านสวน|ร้านก๋วยเตี๋ยว
45043|ครัวเสวย|ร้านอาหาร
2743|สน.ปตท.วังจันทร์|สถานีบริการน้ำมัน
14207|เดอะคอมมอนส์|ศูนย์ชุมชน
8521|จุดชมวิว บ้านคีรีวง|จุดชมวิว
10037|Cafe' de kong by MRU 2561|ร้านกาแฟ
56991|สุกี้ตี๋น้อย เลียบทางด่วน|ภัตตาคารอาหารบุฟเฟต์
4401|นิตยาไก่ย่าง สาขาแยกสะพานพระนั่งเกล้า|ภัตตาคารอาหารไทย
9697|ถนนคนเดินชุมชนริมคลองวัดพระงาม ทวารวดีศรีนครปฐม|ตลาดกลางคืน
29663|อ่าวบ่อทองหลาง|ศาลาติดชายหาด
1210|ขนมปังเค้กดารา1ลบบบลบลบบย ลบบบบ|ตลาด
23129|หมูทอดเจ๊จง หลังโลตัส พระราม 4|ร้านอาหาร
11134|Art In Paradise Pattaya|ห้องแสดงงานศิลปะ
1357|KFC CENTRAL UDONTHANI|อาหารฟาสต์ฟูด
2258|ครัวอัญชัน & กูโรตีชาชักหนองคาย|ร้านอาหาร
24553|บ้านส้มตำ สาขาพระนั่งเกล้า_|ภัตตาคารอาหารไทย
22088|สวนคุณปู่|ร้านกาแฟ
8809|ฟู้ดวิลล่า ราชพฤกษ์|ตลาด
4683|ท่าอากาศยานเชียงใหม่|สนามบิน
196638|พ่อสนั่นลาบก้อย|ร้านอาหาร
7755|วัดถ้ำโส้ม (วัดภูผาขาว)|วัด
44167|อาคารธนภูมิ|บริษัทให้เช่าพื้นที่สำนักงาน
119629|โฮมโปร แพร่|ศูนย์จำหน่ายวัสดุต่อเติมบ้าน
5325|ฮิมโก้ง RIM CURVED|ร้านอาหาร
90598|วัดเถรพลาย|วัด
6393|สวนน้ำตกดอยปุย|สถานที่ท่องเที่ยว
143941|วัดห้วยจระเข้ นครปฐม|วัด
46224|สน.ปตท. หจก.ณรงค์(95)การปิโตรเลียม (สถานีร่วม น้ำมัน และ NGV)|สถานีบริการน้ำมัน
51303|เจียไต๋ฟาร์ม กาญจนบุรี l Chia Tai Farm Karnchanaburi|ร้านผักและผลไม้
46053|บังมีนซีฟู๊ด|ร้านอาหาร
7750|"Advice | แอดไวซ์ ขอนแก่น ใกล้ห้างแฟรี่พลาซ่า ร้านขาย-ซ่อมคอมพิเตอร์"|ร้านคอมพิวเตอร์
106148|SUSHI HAWA|ภัตตาคารอาหารญี่ปุ่น
92509|ภูเรือเพลินจิตรีสอร์ต|รีสอร์ท
51294|Nom-Cup-D|ร้านกาแฟ
120870|ร้านกาแฟประจำอำเภอ|ร้านกาแฟ
55124|ก๋วยเตี๋ยวเรือ ลุงอู๊ด|ร้านอาหาร
104786|ขอนแก่นไทยแลนด์|ร้านเครื่องใช้ไฟฟ้าภายในบ้าน
88509|เกี๊ยวปลาสามย่าน สี่แยกกองดิน|ร้านอาหาร
26988|สเต็กโคขุนหนองสูง|ร้านอาหาร
94459|มิตรภาพโช๊คอัพขอนแก่น|ซ่อมรถยนต์และบำรุงรักษา
69285|เฮงก๋วยเตี๋ยวปลาเยาวราช|ร้านอาหาร
47386|ห้องอาหารญี่ปุ่นยามาโต้บุฟเฟ่ต์|ร้านอาหาร
99517|Zurich Bread Factory & Cafe|ร้านอาหาร
5728|Avalon Cafe & Restaurant|ร้านกาแฟ
71349|Brewginning coffee|ร้านกาแฟ
106395|Saimai Shrimp Wonton Noodle|ร้านบะหมี่จีน
114981|วัดวิมุตติธรรม|วัด
69281|The Roman Baths|พิพิธภัณฑ์
46120|ทะเลน้อย Le Noi Romance|สถานที่ท่องเที่ยว
104690|อบ-อุ่น เฮาส์|ร้านอาหาร
41783|Barista Brasserie bar & restaurant|บาร์
150698|จุดเช็คอินเขาช้างสี|สถานที่ท่องเที่ยว
68421|SF Cinema Central Plaza Mahachai|โรงภาพยนตร์
38004|ข้าวมันไก่ไทยแลนด์|ร้านอาหาร
112032|V Secret Food|ภัตตาคารอาหารเจ
45922|เรือนธรรมชาติ|ร้านอาหาร
7880|The Living Room|บาร์
150570|นายเตี๋ยว แซ่ลุย|ร้านอาหาร
58040|ท่าเรือดาร์ลิ่ง|สถานที่ท่องเที่ยว
5766|คูเคนฮอฟ|สวนพฤกษศาสตร์
163371|ฟู้ดแลนด์ พุทธมณฑล|ซูเปอร์มาร์เก็ต
81278|เติมสุขคอฟฟีเฮาส์|ร้านกาแฟ
150551|รังนกแลนด์byนกแปดริ้ว|ร้านกาแฟ
50416|ปั้มน้ำมันบางจาก - กาญจนาภิเษก (บางบอน)|สถานีบริการน้ำมัน
3096|ร้านโกนันข้าวต้ม๑๐๐ส.ต.|ร้านอาหาร
71305|เกาะเคี่ยมซีฟู้ด|ภัตตาคารอาหารทะเล
106439|วัดสนวนวารีพัฒนาราม|วัด
6084|บี-ควิก โลตัส หลักสี่ (ใกล้วงเวียนบางเขน)|ร้านยางรถยนต์
101791|ตลาดวัดหนองเกตุน้อย|ตลาด
3582|น้องมุก จิ้มจุ่ม&นมสด|ร้านอาหารชาบูชาบู
144402|ตลาดวัดสมอ|ตลาดโบราณ
23258|มินิ เอ็มวีพี บิ๊กซี สาขากาฬสินธุ์|โรงภาพยนตร์
37010|วัดศรีประดู่|วัด
43740|เกาเหลา เซี่ยงจี๊ เจ้อัง|ร้านอาหาร
45984|มณีแดง โฮมสเตย์|โรงแรม
27163|กูโรตีชาชัก ระยอง|ร้านขนมหวาน
43643|เจ๊เก๊กฮวย แม่กลอง (กลับรถใต้สะพาน)|ร้านอาหาร
20606|ร้านท่าหลวง อยุธยา|ภัตตาคารอาหารไทย
27192|ร้านอาหารเพื่อนอีสาน|ภัตตาคารอาหารไทย
84056|ร้านเจ้จิ๋วตะหลิวบิน|ร้านอาหาร
54214|น้อยไก่ย่าง โนนทัน|ร้านอาหาร
13758|U-Bar|ไนท์คลับ
10443|สถานีบริการกีาวLPG ปตท. บริษัทสมบูรณ์บิ๊กแก๊สจำกัด|สถานีบริการน้ำมัน
134738|คลินิกน้ำสวย|ร้านค้า
94115|MilkyGood สาขาสว่างแดนดิน|ร้านอาหาร
22305|ตลาดนัดกระเบื้องไดนาสตี้ไทล์ท้อป(สาขาขอนแก่น) ต.สำราญ 271 ม.1 ถ.มิตรภาพ ต.สำราญ อ.เมือง จ.ขอนแก่น 40000|ร้านค้า
59055|บะหมี่คนแซ่ลี ทองหล่อ|ร้านก๋วยเตี๋ยว
138190|ร้านต้นไทร ร้านอาหาร|ร้านอาหาร
125375|Han Sam Euay Nong- Three Sisters|ภัตตาคารอาหารลาว
35883|สนามกอล์ฟกรีนวัลเล่ คันทรีคลับ|สนามกอล์ฟ
68220|ตรวจคนเข้าเมืองจังหวัดหนองคาย|ตำรวจรัฐ
6209|Full Throttle Bar & Grill|บาร์
146961|บ.สยาม วิชโก้|ศูนย์การค้า
51262|Burger King - Auto mall|อาหารฟาสต์ฟูด
80502|บริษัท ธณกรปิโตรเลี่ยม จำกัด (ปั๊มเชลล์)|สถานีบริการน้ำมัน
35886|ลุมพินี คอนโดทาวน์ ชลบุรี-สุขุมวิท|กลุ่มอาคารคอนโดมิเนียม
170221|โบเก้คาเฟ่|ร้านกาแฟ
97053|Mushroom Hut Cafe|ร้านอาหาร
105529|บ้านตา-ถิ่น Home Sweet Home|โรงแรม
101390|B77 CAFE'|ร้านกาแฟ
16518|Amway Thailand Nong Khai|ร้านวิตามินและอาหารเสริม
46626|ราชาเนื้อตุ๋น (เจ้าเก่า)|ภัตตาคารอาหารไทย
195851|ข้าวต้มซี่โครงหมู เยาวราช เชียงใหม่|ร้านอาหาร
47114|ร้านกาแฟห้วยยาง|ร้านกาแฟ
20353|โอโคโนมิ|ภัตตาคารอาหารญี่ปุ่น
86373|Brewski|บาร์
21730|วัดสนามใน|วัด
110147|โฮมโปร เพชรบูรณ์|ศูนย์จำหน่ายวัสดุต่อเติมบ้าน
54757|วัดพระธาตุดอยน้อย|วัด
115601|Tim Hortons (Samyan)|ร้านกาแฟ
64013|วัดศรีมงคลเหนือ|สถานที่ประกอบพิธีกรรมทางศาสนา
52970|บริษัท สวัสดีพานิช สเตชั่นเนอรี่ จำกัด|ร้านเครื่องเขียน
23584|ซิซซ์เล่อร์ เซ็นทรัล แอร์พอร์ต เชียงใหม่|ร้านสเต็ก
46850|ซูชิวังหลัง by อรทัย|ซูชิสั่งกลับบ้าน
5525|กาดจาวเหนือ|ตลาด
20267|ปั๊มน้ำมันบางจาก - เทพารักษ์ กม.9|สถานีบริการน้ำมัน
26329|จุดจำหน่ายตั๋วเรือเกาะขาม สัตหีบ ชลบุรี|พื้นที่อนุรักษ์ธรรมชาติ
3057|ดินดำปลาจุ่ม ตลาดเกษตรมหาสารคาม|ร้านขายปลาและอาหารทะเลสด
43848|ป้าลิ้มก๋วยเตี๋ยวเรืออยุธยา|ร้านก๋วยเตี๋ยว
105831|ร้านอาหาร จ๊อด เย็นเจี๊ยบ|ร้านอาหาร
16373|ตลาดสดคลอง 16|ซูเปอร์มาร์เก็ต
61865|หอศิลป์สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ|ห้องแสดงงานศิลปะ
46818|ก๋วยเตี๋ยวเนื้อเจ๊กอ้า|ร้านอาหาร
12267|ทองคำตำแซ่บ|ร้านอาหาร
69639|ร้านก๋วยเตี๋ยวเจ๊น้อง ข้างโรงเรียนพรหมาฯ|ร้านอาหาร
145900|หอประชุมจามจุรี 1 มหาวิทยาลัยราชภัฏสกลนคร|หอประชุม
9813|วัดบุคคโล|วัด
97081|ปตท.กรุงเทพ-สุวินทวงศ์ กม.36 (ขาเข้า)|สถานีบริการน้ำมัน
219393|Wangthong banpak - วังทองบ้านพัก ใกล้คำชะโนด|หอพัก
35806|บมจ. ท่าอากาศยานไทย|สายการบิน
89952|ปั๊มน้ำมันเอสโซ่ (บริษัท เอสโซ่มาลัยแมนออยล์ จำกัด)|สถานีบริการน้ำมัน
8558|สถานที่จอดรถ (น้ำตกห้วยจันทร์)|พื้นที่อนุรักษ์ธรรมชาติ
58341|บุษบา เป็ดย่างมุสลิม Busaba Halal BKK|ร้านอาหารฮาลาล
84143|จุดเล่นน้ำเขื่อนแควน้อย|สนามเด็กเล่น
41273|Annex21clothing Shop|ศูนย์การค้า
93027|ตลาดสดเทศบาล1 เทศบาลตำบลด่านขุนทด|ตลาด
26755|เนียร หมูกระทะอุดร สาขา 9 - ลาดกระบัง|ร้านอาหาร
37915|ร้านที่ตามหา|ร้านอาหาร
99852|เกาะดอนโพธิ์|สถานที่ประกอบพิธีกรรมทางศาสนา
145689|ครัวสุขภาพอาหารเจ อุดร|ร้านอาหาร
46325|ตลาดผู้ใหญ่กุ่ย|ตลาด
52053|EL Café Khaoyai|ร้านกาแฟ
16635|บ้านพักรับรองเขื่อนทับเสลา|ที่พัก
115097|เขาใหญ่พุงกาง|ร้านอาหาร
3879|ทุ่งกังหันลม|สถานที่ท่องเที่ยว
202496|มหาวิทยาลัยราชภัฏอุดรธานี (ศูนย์สามพร้าว)|มหาวิทยาลัย
61615|The Melon Cafe Lopburi - เดอะ เมล่อน คาเฟ่ ลพบุรี|ร้านอาหาร
81089|ซูชินะ|ภัตตาคารอาหารญี่ปุ่น
216914|ร้านแสงสุวรรณ ขอนแก่น|ร้านค้า
105120|ตลาดด่านศรีนครินทร์|ตลาด
3621|"หม่องนี่ ที่ ""สกล"""|ร้านขายน้ำอัดลม
176367|ร้านบังเดช ข้าวหมกไก่|ร้านอาหารฮาลาล
97736|ก๋วยเตี๋ยวดู๋ดี๋เจ๊อุ๊ บางแสน-หนองมน|ร้านก๋วยเตี๋ยว
48780|KUANITO patisserie|ร้านขนม
20373|ร้าน Snap Cafe & food|ร้านอาหาร
46543|มักกินแจ่วฮ้อน ชาบู หมูกระทะ กระทะร้อนย่างเนย|ร้านอาหาร
33277|โลตัส เดชอุดม|ไฮเปอร์มาร์เก็ต
101603|Starbucks Nimmanhemin Soi 9|ร้านกาแฟ
169222|ไทซีฮี้ โดยนายสุเมธ แซ่ลู่|ร้านอาหาร
37094|อากาเว่ ร้านอาหารเวียดนามและคาเฟ่|ภัตตาคารอาหารเวียดนาม
52159|จุดชมวิวทะเลน้อย-ทะเลสาบสงขลา​ Thale Noi Viewpoint - Songkhla Lake|จุดชมวิว
2719|โรงแรมเลิศนิมิตร (ห้องอาหารรื่นรมย์)|ภัตตาคารอาหารไทย
151045|ตลาดฉำฉา (Cham-Cha Local Food Court)|ตลาดโบราณ
89906|Sabaydee Cafe สบายดี คาเฟ่|ร้านกาแฟ
84292|Steve Cafe & Cuisine (Rama VI Branch)|ร้านอาหาร
10705|Ceresia Coffee Roasters|ร้านกาแฟ
125236|อีคอนแวร์เฮ้าส์|ศูนย์การค้า
26646|วัดกลางคลองสี่|วัด
34009|สวนลุงโชย|พื้นที่ตั้งแคมป์
126472|Kerry Express สาขา มินิโบ๊เบ๊|บริษัทจัดส่งสินค้า
44074|Napaanavy Restaurant|ภัตตาคารอาหารทะเล
35790|ข้าวหน้าไก่ เหลาะงาทิ้น ห้องอาหารพูนเลิศ|ภัตตาคารอาหารไทย
97011|เป็ดสยามฟู้ด|ร้านอาหาร
19953|กาแฟล้านไผ่|อาหารและเครื่องดื่ม
80917|Gold Curry Rest Area|ร้านอาหาร
68006|Wat Siphoutthabath|วัด
42856|Café de sea ( คาเฟ่ เดอ ซี ,สัตหีบ)|ร้านอาหาร
51684|ร้านก๋วยเตี๋ยวปลาวี.ไอ.พี. อร่อย|ร้านก๋วยเตี๋ยว
70108|วัดวังหิน|วัด
51683|7-Eleven สาขา บึงโขงหลง (09701)|ร้านสะดวกซื้อ
68650|นิสสัน เอลิสต์ พระนคร สาขารัตนาธิเบศร์|ตัวแทนจำหน่ายรถนิสสัน
123360|ลาบหมูโนนสูง|ร้านอาหาร
24630|ท่าเรือปู่เจ้าสมิงพราย|ผู้ให้บริการเรือข้ามฟาก
71956|เจดีย์สแตนเลส|วัด
70598|ก๋วยเตี๋ยวเตาถ่านออนเซ็นพระราม4|ร้านก๋วยเตี๋ยว
27916|วัดพนมยงค์|วัด
78164|ส้มตำกะยำแซ่บ|ภัตตาคารอาหารไทย
133996|ส้มตำไก่เดช เจ๊ปากแดง สี่แยกคอกม้า|ร้านอาหาร
101987|ร้านอาหารบ๊วยโภชนา|ร้านอาหาร
30518|นิตยาไก่ย่าง สาขาธัญญาพาร์ค|ภัตตาคารอาหารไทย
148120|เทสโก้โลตัส เอ็กเพรส สาขากำเนิดเพชร|ซูเปอร์มาร์เก็ต
87813|Friend Cafe’ กาแฟกลางทุ่ง|ร้านกาแฟ
68669|กินลมชมวิว เขาใหญ่ : Kin Lom Chom View, Khao Yai|ร้านอาหาร
99972|สวนสมเด็จสราญราษฎร์มณีรมย์|อุทยาน
5868|ทรัพย์ไพรวัลย์ เอเลเฟ่น คาเฟ่ - จิบกาแฟ ดูช้าง|ร้านกาแฟ
49210|ร้านคุณนายทะเลดอง บุฟเฟ่ต์พรีเมี่ยม|ภัตตาคารอาหารทะเล
30728|เดอะ วอเตอร์ฟอร์ด สุขุมวิท 50|กลุ่มอาคารคอนโดมิเนียม
45035|อนุสรณ์ชาวไทยเชื้อสายจีน|อนุสาวรีย์
51707|ลุมพินี พาร์ค รัตนาธิเบศร์-งามวงศ์วาน|กลุ่มอาคารคอนโดมิเนียม
78498|ม่อนตีนตก คอฟฟี่ Mon Teen Tok Coffee|ร้านกาแฟ
50800|ก๋วยเตี๋ยวเรือต่อปาก สาขาพัทยาใต้|ร้านอาหาร
34676|ซันแอนด์มัม|ร้านอาหาร
103605|พระธาตุอินทร์แปลง มหาสารคาม|วัด
34465|สวนอาหารบึงใหญ่ วงแหวนอ่อนนุช-บางนา|ภัตตาคารอาหารไทย
53511|วัดเขาไกรลาศ|วัด
4694|ควอเทียร์ ซีเนอาร์ต|โรงภาพยนตร์
8224|วัดสันติคีรี|วัด
113290|แก้วข้าวมันไก่|ร้านอาหาร
2634|ปั๊มคาลเท็กซ์ สาทรเหนือ|สถานีบริการน้ำมัน
98493|PARADAi Chocolate (Handcrafted)|ร้านช็อกโกแลต
45213|ท่าอากาศยานนราธิวาส|สนามบิน
27821|อิ่มปลาเผา บางบอน 5|ร้านอาหาร
45183|ก๋วยเตี๋ยวลำยอง 2020|ร้านอาหาร
56060|ร้านเป็ดย่างเชียงราย สูตรแมนดาริน|ร้านอาหาร
24210|ร้านนม @หนองคาย (2SiS Shabu)|ร้านอาหาร
107238|พิพิธภัณฑ์วิทยาศาสตร์นาโกย่า|พิพิธภัณฑ์วิทยาศาสตร์
108260|ก๋วยเตี๋ยวเรือชัยนาท|ร้านอาหาร
